farm_name,state,city,county,county_source,address,postal_code,products,phone,email,website_url,facebook_url,instagram_url,source_names,source_urls,source_modified_date,retrieved_date,source_passes,current_release_match,review_status,notes
"Tick Creek Farm, LLC",MS,Sumrall,Covington,U.S. Census geocoder from public source address,"834 Lott Town Rd, Sumrall, MS 39482",39482,Raw Wool; Wool Batts; Wool Roving; Drop Spindles; Dizes; Diz Threaders; Spinning Wheel Orifice Hook; Wool Bracelets; Shepherd’s Slings; Rabbits; Sheep; Pigs,(601) 394-8454,jacob@tickcreekfarm.com,https://tickcreekfarm.com,http://www.facebook.com/TickCreekFarm,https://www.instagram.com/tickcreekfarmllc,Genuine MS — Raised,https://genuinems.com/directory/tick-creek-farm-llc/,2026-02-20,2026-07-15,1,Tick Creek Farm,Possible existing alias — identity review,
Tippah County Growers Inc.,MS,Tiplersville,Tippah,U.S. Census geocoder from public source address,"3351 County Road 301, Tiplersville, MS 38674",38674,woody ornamentals; perennials; grasses; ferns; ground cover; trees; bulbs; Scrubs,(800) 748-8803,mark@tcgrowers.com,https://www.tcgrowers.com/,https://www.facebook.com/Tippah.County.Growers/,http://instagram.com/tcgrowers,Genuine MS — Grown,https://genuinems.com/directory/tippah-county-growers-inc/,2025-12-05,2026-07-15,1,,New candidate — recent authoritative profile,
Twelve2 Farm,MS,Canton,Madison,U.S. Census geocoder from public source address,"429 Davis Crossing Road, Canton, MS 39046",39046,"U-pick cut flowers (spring, summer, fall); Floral bouquets and subscriptions; Agrotourism experiences; Cage free eggs; Handmade soaps; Farm merchandise",(769) 447-8444,twelve2farm@gmail.com,https://www.twelve2farm.com,Https://www.facebook.com/twelve2farms,http://instagram.com/Twelve2Farm,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/twelve2-farm/,2026-02-19,2026-07-15,1,Twelve2 Farm,Existing release row — enrich/verify,
"Twisted Pines Quail Farm, LLC",MS,Wiggins,Forrest,U.S. Census geocoder from public source address,"80 D E Scarborough Road, Wiggins, Mississippi 39577",39577,"Pickled Quail Eggs: Cajun, Jalapeño, Dill, Bread and Butter, Original, Spicy; Pickled Chicken Eggs: Cajun, Jalapeño, Dill, Original, Spicy; Pickled Okra: Cajun, Dill; Pickled Baby Corn: Cajun",(601) 310-5722,annette@twistedpinesquailfarm.com,https://www.twistedpinesquailfarm.com,https://www.facebook.com/twistedpinesquailfarm/,,Genuine MS — Raised,https://genuinems.com/directory/twisted-pines-quail-farm-llc/,2024-11-18,2026-07-15,1,,New candidate — needs independent verification,
Two Brooks Farm,MS,Sumner,,,"404 East Court Street, Sumner, Mississippi 38957",38957,"Delta Belle- long grain white rice; Beulah Land Tan- whole long grain brown rice; Beulah Land Medley- whole long grain brown & red rice, field blend; White ""Missimati"" Bayou Bouquet- fragrant white MS Basmati rice; Brown ""Missimati"" Bayou Bouquet- fragrant brown MS Basmati rice; Blue Jasmoon- white MS Jasmine rice; Sable- long grain black rice; Scarlett- long grain red rice; Original Mississippi Middlins- brown or white rice grits; Original Missimati Middlins- brown or white MS Basmati rice grits; Rice Flours: Delta Belle Rice Flour, Beulah Land Tan Rice Flour, & brown or white Missimati Basmati fragrant rice flour",(662) 375-8100,abbey@twobrooksfarm.com,http://twobrooksfarm.com,https://www.facebook.com/twobrooksrice/,http://instagram.com/twobrooksrice,Genuine MS — Grown,https://genuinems.com/directory/two-brooks-farm/,2024-12-11,2026-07-15,1,,New candidate — needs independent verification,
Two Crackers Oyster Company,MS,Vancleave,Jackson,U.S. Census geocoder from public source address,"10692 Clearwater Rd, Vancleave, MS 39565",10692,oysters,(228) 218-4562,Saltyair2000@yahoo.com,,,,Genuine MS — Raised,https://genuinems.com/directory/two-crackers-oyster-company/,2025-12-18,2026-07-15,1,,New candidate — recent authoritative profile,
Two Dog Farms,MS,Flora,Madison,U.S. Census geocoder from public source address,"256 1st Street, Flora, MS 39071",39071,Tomatoes: different varieties; Squash; Zucchini; Cucumbers; Eggplant; Peppers: different Varieties; Potatoes; Blueberries; Watermelons; Cantaloupes; Leeks; Onions; Green Beans; Greens: different varieties; Broccoli; Cauliflower; Cabbage; Herbs; Kohlrabi; Peas; Carrots; Love,(662) 719-0285,twodogfarmsllc@gmail.com,http://twodogfarms.org,https://www.facebook.com/twodogfarmsllc/,http://instagram.com/twodogfarmsllc,Genuine MS — Grown | Genuine MS — Raised | MDAC Mississippi Farmers Market vendors,https://genuinems.com/directory/two-dog-farms/ | https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=46,2026-07-10,2026-07-15,1 | 2,Two Dog Farms,Existing release row — enrich/verify,
Varner Show Goats,MS,Florence,Rankin,U.S. Census geocoder from public source address,"1072 HIGHWAY 469 S, Florence, MS 39073",39073,Show Goats,(601) 941-9323,varnershowgoats@gmail.com,,,,Genuine MS — Raised,https://genuinems.com/directory/varner-show-goats/,2024-01-04,2026-07-15,1,,New candidate — needs independent verification,
Viking Honey®,MS,,,,173 Pear Lane,,"We offer the nectar of myth and legend, the nectar of Norse healing and health, scarce and rare the world over.",,Viking@vikinghoney.com,,,,MDAC Mississippi Farmers Market vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=17,,2026-07-15,2,,New candidate — needs independent verification,
Walking W Cattle Company,MS,Columbus,Lowndes,U.S. Census geocoder from public source address,"606 Watson Rd, Columbus, MS 39701",39701,"Hamburger, all cuts of beef, ribs, soup bones, and organ meats",(662) 251-4159,walkingwcattle@gmail.com,,,,Genuine MS — Raised,https://genuinems.com/directory/walking-w-cattle-company/,2024-05-06,2026-07-15,1,,New candidate — needs independent verification,
Weesner Meadow Meats,MS,Holly Springs,Marshall,U.S. Census geocoder from public source address,"4140 Hwy 7 N, Holly Springs, MS 38635",38635,"Grass fed, natural, dry aged beef whole, half and individual cuts & ground; Pastured, natural whole, half and individual cuts; Large Black Hogs, piglets, and starter herds",(662) 504-4214,jbweesner@icloud.com,https://weesnermeadow.com,https://www.facebook.com/grassfedranch/,,Genuine MS — Raised,https://genuinems.com/directory/weesner-meadow-meats/,2025-12-30,2026-07-15,1,,New candidate — recent authoritative profile,
White Farms Pure Honey,MS,Holcomb,Grenada,U.S. Census geocoder from public source address,"3694 Sparta Rd 3694 Sparta Road, Holcomb, MS 38940",38940,Nucs; Bulk Honey; Beeswax; Comb Honey; Beekeeping Classes,662-417-5081,kmckay12@gmail.com,,https://www.facebook.com/whitefarmshoney,,Genuine MS — Raised,https://genuinems.com/directory/white-farms-pure-honey/,2026-04-16,2026-07-15,1,,New candidate — recent authoritative profile,
"Wildflower Honey Bee Company, LLC",MS,Hernando,DeSoto,U.S. Census geocoder from public source address,"1914 Cotton Drive, Hernando, MS 38632",38632,Honey,(662) 812-1840,joel@wildflowerhoneybee.com,https://wildflowerhoneybee.com,https://www.facebook.com/wildflowerhoneybeeco,,Genuine MS — Raised,https://genuinems.com/directory/wildflower-honey-bee-company-llc/,2026-01-20,2026-07-15,1,,New candidate — recent authoritative profile,
Williams Family Farms,MS,Wiggins,Stone,U.S. Census geocoder from public source address,"98 B and W Rd, Wiggins, MS 39577",39577,Pumpkins; Sweet Corn; Indian Corn; Pork; Beef; Poultry; Eggs; Canned goods; Baked Goods; Candies and Fudge; Baking Mixes; BBQ Sauces; Crafts,(601) 716-7968,nealamberwilliams@att.net,https://www.williamsfamilyfarms-ms.com,https://www.facebook.com/williamsfamilyfarmsms/,http://instagram.com/williamsfamilyfarms,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/williams-family-farms/,2025-12-22,2026-07-15,1,,New candidate — recent authoritative profile,
Windsor Farms,MS,Summit,Amite,U.S. Census geocoder from public source address,"4511 Upper Glading, Summit, MS 39666",39666,Pecans,(601) 248-7399,cfreeman@windsorfarms.us,https://www.windsorfarms.us,https://www.facebook.com/windsorfarmspecans/,,Genuine MS — Grown,https://genuinems.com/directory/windsor-farms/,2025-05-02,2026-07-15,1,Windsor Farms,Existing release row — enrich/verify,
Wise Family Farm,MS,Pontotoc,Pontotoc,U.S. Census geocoder from public source address,"291 Shady Grove Road, Pontotoc, MS 38863",38863,Purple Hull Peas; Tomatoes; Pumpkins; Fowers; Cotton,(662) 538-8990,events@wisefamilyfarm.com,https://www.wisefamilyfarm.com/,https://www.facebook.com/WiseFarms/,http://instagram.com/wisefamilyfarm,Genuine MS — Grown,https://genuinems.com/directory/wise-family-farm/,2024-08-16,2026-07-15,1,,New candidate — needs independent verification,
WS Cattle Co.,MS,Flora,Madison,U.S. Census geocoder from public source address,"200 Crawford Rd., Flora, Mississippi 39071",39071,"1/4, 1/2, and whole beef; beef butcher boxes- 10, 20, and 30 lb. options; 10 lb. ground beef box",(601) 506-5040,wscattle@outlook.com,https://www.wscattleco.com/,https://www.facebook.com/profile.php?id=100076179044881,http://instagram.com/wscattleco,Genuine MS — Raised,https://genuinems.com/directory/ws-cattle-co/,2025-12-30,2026-07-15,1,WS Cattle Co.,Existing release row — enrich/verify,
YaYa’s Blessings,MS,Forest,Smith,U.S. Census geocoder from public source address,"Smith County Mississippi 33947 Highway 35, Forest, Ms 39074",33947,,6015642980,kimyayashoemaker@gmail.com,,,,Genuine MS — Grown,https://genuinems.com/directory/yayas-blessings/,2026-07-10,2026-07-15,1,,New candidate — recent authoritative profile,
Yazoo Honey,MS,Tinsley,Yazoo,U.S. Census geocoder from public source address,"3733 Tinsley Road , Tinsley , MS 39173",39173,Honey (Plastic Containers); Honey (Glass Containers); Creamed Honey; 55 Gallon Drum; Queens; Nucs; Wax,(662) 571-4288,yazoohoney@gmail.com,,https://www.facebook.com/yazoohoney,http://instagram.com/yazoohoney,Genuine MS — Raised,https://genuinems.com/directory/yazoo-honey/,2025-01-14,2026-07-15,1,,New candidate — recent authoritative profile,
